iter	RMSE
719	0.0006811871859
720	0.0006808162605
721	0.0006788731549
722	0.0006784909417
723	0.0006774577359
724	0.0006763976248
725	0.0006751188193
726	0.0006739163819
727	0.0006736931512
728	0.0006733278496
729	0.0006723714902
730	0.0006714664216
731	0.0006709672489
732	0.0006700096517
733	0.0006690541529
734	0.0006682058635
735	0.0006672955168
736	0.0006665144622
737	0.000666111774
738	0.0006653868925
739	0.0006651725797
740	0.0006649663289
741	0.0006641604669
742	0.0006629521297
743	0.0006623880763
744	0.0006615359077
745	0.0006611118553
746	0.0006601444961
747	0.0006593356954
748	0.0006586256897
749	0.000657187645
750	0.0006564520555
751	0.0006559277785
752	0.0006552320842
753	0.0006540500306
754	0.000653443212
755	0.0006529164577
756	0.0006526090289
757	0.0006520378916
758	0.0006507173314
759	0.0006497623814
760	0.0006485640295
761	0.0006481678501
762	0.0006467373979
763	0.0006458865016
764	0.0006453062878
765	0.0006449182238
766	0.0006436096341
767	0.0006432488458
768	0.0006428666581
769	0.0006420893794
770	0.0006409945213
771	0.000640595741
772	0.0006396231834
773	0.0006390820448
774	0.0006379826384
775	0.0006376155899
776	0.0006368353654
777	0.0006359863045
778	0.0006352276336
779	0.0006347550768
780	0.0006341080276
781	0.0006332618085
782	0.0006326758978
783	0.0006322620069
784	0.0006314134042
785	0.0006308881152
786	0.0006307085699
787	0.0006302899961
788	0.0006292446714
789	0.0006285109524
790	0.0006275230337
791	0.0006269079855
792	0.00062665077
793	0.0006262632306
794	0.0006247521204
795	0.0006243616668
796	0.0006235255412
797	0.0006228947992
798	0.0006227373869
799	0.0006220414709
800	0.0006211325707
801	0.0006200810554
802	0.0006191960044
803	0.0006182444672
804	0.0006179118791
805	0.0006174272367
806	0.0006168353087
807	0.0006162886899
808	0.0006156145429
809	0.0006150296915
810	0.0006148910465
811	0.0006140222028
812	0.0006130802702
813	0.0006125772062
814	0.0006120587547
815	0.0006114246162
816	0.0006104845752
817	0.0006098896205
818	0.0006091546959
819	0.0006088165533
820	0.0006079356296
821	0.0006076706901
822	0.0006069838069
823	0.0006063130327
824	0.0006056027144
825	0.0006052197332
826	0.0006046352377
827	0.0006036062094
828	0.0006031943103
829	0.0006023404932
830	0.000601725826
831	0.0006011977665
832	0.0006007397051
833	0.0006001823774
834	0.0005992026327
835	0.0005988965863
836	0.0005983560653
837	0.000597267369
838	0.0005963603446
839	0.000595785617
840	0.0005949563627
841	0.0005943869285
842	0.0005938119056
843	0.0005934636765
844	0.0005925423236
845	0.0005921281505
846	0.0005916106178
847	0.0005913137424
848	0.0005905555657
849	0.0005896287062
850	0.000589140804
851	0.0005879968596
852	0.0005873135025
853	0.0005867338442
854	0.0005855124669
855	0.0005851650303
856	0.0005848424627
857	0.0005847144629
858	0.0005842209786
859	0.0005834401091
860	0.0005824803766
861	0.0005823558611
862	0.0005820942683
863	0.0005814861327
864	0.000581025627
865	0.0005800284873
866	0.0005794613071
867	0.0005788883623
868	0.000578214283
869	0.0005779057055
870	0.0005777879509
871	0.0005771063836
872	0.0005765939208
873	0.0005759717786
874	0.0005754136537
875	0.0005744615682
876	0.0005735597454
877	0.0005728210595
878	0.0005722403558
879	0.0005718159561
880	0.000571434339
881	0.0005704655852
882	0.0005699951479
883	0.0005689506299
884	0.0005683710706
885	0.0005678232166
886	0.0005670460466
887	0.0005666074878
888	0.0005661413763
889	0.0005656734865
890	0.0005655622282
891	0.000565270162
892	0.0005648253455
893	0.000564089942
894	0.0005631584571
895	0.0005624301599
896	0.0005620372363
897	0.0005616859414
898	0.0005615779591
899	0.0005609886349
900	0.0005604466554
901	0.0005599533863
902	0.0005593050435
903	0.0005590214375
904	0.0005584109273
905	0.0005579231529
906	0.000557627325
907	0.0005571444857
908	0.0005570325031
909	0.0005568756778
910	0.0005563635164
911	0.0005556734623
912	0.0005552134466
913	0.0005545465126
914	0.0005540193223
915	0.0005537779003
916	0.0005533327302
917	0.0005528957117
918	0.0005523970562
919	0.0005521846998
920	0.0005519881586
921	0.0005512844363
922	0.0005507895885
923	0.0005503875185
924	0.0005500001108
925	0.0005497274544
926	0.0005493270548
927	0.0005487013359
928	0.0005479220179
929	0.000547520476
930	0.0005473636182
931	0.0005469022648
932	0.0005463317767
933	0.0005459584075
934	0.0005458092637
935	0.0005455025606
936	0.0005451511599
937	0.000544666885
938	0.0005442903816
939	0.0005439800158
940	0.0005433127967
941	0.0005428707138
942	0.0005426608333
943	0.0005419890043
944	0.0005414359158
945	0.0005409961909
946	0.000540624169
947	0.0005404833056
948	0.0005403479177
949	0.0005397025555
950	0.0005393802713
951	0.0005388148994
952	0.0005381630254
953	0.0005376078418
954	0.0005374537841
955	0.0005370186625
956	0.000536820077
957	0.0005360656047
958	0.0005355949664
959	0.0005351654276
960	0.0005345195586
961	0.0005339916664
962	0.0005337663715
963	0.0005336401365
964	0.0005335155842
965	0.0005329142247
966	0.0005327259429
967	0.0005323921997
968	0.0005319560299
969	0.000531272104
970	0.0005307893131
971	0.0005307070037
972	0.0005301031212
973	0.0005290390356
974	0.0005285699403
975	0.0005278738799
976	0.0005275350027
977	0.0005267794564
978	0.0005261580263
979	0.000525717853
980	0.0005252144908
981	0.0005246635562
982	0.0005241512323
983	0.0005237206952
984	0.0005232325166
985	0.0005229270834
986	0.0005226065036
987	0.0005221216043
988	0.0005219307398
989	0.000521751466
990	0.0005215726197
991	0.0005204694232
992	0.0005197392292
993	0.0005192276671
994	0.00051888406
995	0.0005178821636
996	0.0005175766318
997	0.000517216046
998	0.0005167086458
999	0.0005164686286
